Session_ID,Customer_ID,Visit_Date,Age,Gender,City,Customer_Type,Previous_Purchases,Device,Traffic_Source,Session_Duration_Min,Pages_Viewed,Products_Viewed,Product_Category,Item_Purchased,Product_Price_INR,Added_to_Cart,Cart_Value_INR,Discount_Offered,Discount_Percent,Discount_Used,Purchased,Purchase_Amount_INR,Payment_Method,Delivery_Type,Review_Rating,Customer_Satisfaction
SES503569,CUST10239,2025-07-01 00:00:00,20,MALE,Kolkata,Returning,9,Mobile,YouTube,6.9,6,6,Electronics,Bluetooth Speaker,18696,No,0,Yes,30,No,No,0,Net Banking,Standard,,
SES502353,CUST10551,2025-04-25 00:00:00,31,MALE,Delhi,New,1,Mobile,Facebook,11.5,9,4,Electronics,Wireless Earbuds,23161,Yes,25711,Yes,25,Yes,No,0,Wallet,Standard,,
SES502213,CUST11538,2026-05-11 00:00:00,24,MALE,Chennai,New,0,Mobile,Google,8.7,6,3,Home & Kitchen,Storage Box,13696,Yes,31453,Yes,10,No,Yes,30006,UPI,Standard,3.1,4
SES505999,CUST11633,2026-06-27 00:00:00,33,MALE,Lucknow,New,0,Desktop,Instagram,22.3,7,8,Books,Business Book,1680,Yes,3424,Yes,15,No,Yes,1716,UPI,Express,3.8,3.5
SES503179,CUST10701,2025-05-31 00:00:00,23,MALE,Delhi,New,0,Mobile,Google,7.2,7,6,Sports,Cricket Bat,1195,Yes,1736,No,0,No,Yes,1958,UPI,Express,2.9,3.9
SES503193,CUST11482,2025-01-04 00:00:00,36,MALE,Bangalore,Returning,14,Mobile,Google,3,6,5,Electronics,Headphones,20467,Yes,29671,No,0,No,Yes,26756,cash on delivery,Same Day,3.2,4
SES501308,CUST12001,2025-06-10 00:00:00,25,MALE,Jaipur,New,0,Desktop,Email,8.3,6,3,Beauty,Moisturizer,3723,No,0,Yes,10,Yes,Yes,3475,Net Banking,Same Day,4.9,4.5
SES500576,CUST10449,2025-07-19 00:00:00,24,FEMALE,Delhi,Returning,15,Desktop,Direct,11.7,6,8,Home & Kitchen,Cookware Set,3400,Yes,4657,No,0,No,Yes,6421,UPI,Standard,5,3.1
SES502361,CUST10142,2026-02-03 00:00:00,33,FEMALE,Pune,Returning,3,Mobile,Google,6,5,3,Fashion,Sneakers,6186,Yes,13463,Yes,15,No,Yes,9509,Credit Card,Standard,3.3,4.3
SES501281,CUST10278,2025-03-09 00:00:00,39,MALE,Mumbai,New,0,Mobile,Instagram,9.7,9,4,Sports,Football,6746,Yes,5649,No,0,No,No,0,Debit Card,Same Day,,
SES504903,CUST10617,2025-08-04 00:00:00,41,FEMALE,Chennai,New,0,Desktop,Direct,4.3,13,5,Books,Self Help Book,463,Yes,1091,Yes,20,Yes,No,0,UPI,Express,,
SES504987,CUST11336,2025-08-01 00:00:00,30,MALE,Ahmedabad,New,0,Mobile,Email,4.5,5,1,Sports,Yoga Mat,6496,No,0,Yes,20,Yes,No,0,UPI,Standard,,
SES501994,CUST10302,2025-05-06 00:00:00,26,MALE,Delhi,Returning,8,Tablet,YouTube,20.4,8,4,Electronics,Headphones,9607,Yes,7852,Yes,5,Yes,Yes,15965,UPI,Standard,4.3,3.3
SES502640,CUST10762,2025-06-04 00:00:00,38,FEMALE,Bangalore,New,0,Tablet,YouTube,9.7,3,3,Books,Business Book,846,No,0,Yes,5,Yes,No,0,UPI,Standard,,
SES500270,CUST11185,2025-04-06 00:00:00,44,MALE,Delhi,Returning,2,Mobile,Direct,4.8,5,5,Electronics,Bluetooth Speaker,6878,Yes,6751,No,0,No,No,0,Cash on Delivery,Standard,,
SES500630,CUST11995,2025-01-23 00:00:00,28,MALE,Pune,New,0,Mobile,Instagram,4.2,5,3,Electronics,Smart Watch,5732,No,0,No,0,No,No,0,Cash on Delivery,Same Day,,
SES504468,CUST10129,2026-01-18 00:00:00,26,FEMALE,Jaipur,Returning,3,Mobile,Instagram,4.4,5,4,Beauty,Face Wash,4257,Yes,5378,No,0,No,No,0,Net Banking,Same Day,,
SES503082,CUST11391,2025-07-04 00:00:00,21,MALE,Chennai,Returning,4,Mobile,Instagram,9.3,8,5,Books,Business Book,961,Yes,1252,No,0,No,Yes,1703,Credit Card,Standard,4.2,5
SES503467,CUST10856,2025-02-26 00:00:00,31,MALE,Delhi,New,0,Mobile,Google,3.4,8,1,Electronics,Wireless Earbuds,33427,No,0,Yes,15,Yes,No,0,Wallet,Standard,,
SES505261,CUST10496,2026-04-18 00:00:00,26,FEMALE,Delhi,Returning,10,Mobile,Instagram,14,4,2,Fashion,Kurta,5790,No,0,No,0,No,No,0,Debit Card,Standard,,
SES504024,CUST11595,2025-09-18 00:00:00,35,MALE,Hyderabad,Returning,4,Mobile,Email,17,12,3,Fashion,Jacket,4288,Yes,8010,No,0,No,Yes,8539,Net Banking,Standard,3,4
SES502047,CUST11015,2025-12-14 00:00:00,35,FEMALE,Hyderabad,New,0,Mobile,Referral,6.2,6,2,Home & Kitchen,Coffee Maker,1658,No,0,Yes,5,No,No,0,UPI,Same Day,,
SES505721,CUST11043,2025-09-12 00:00:00,18,FEMALE,Ahmedabad,New,0,Mobile,Google,10.2,10,3,Fashion,Sneakers,1278,No,0,No,0,No,No,0,Debit Card,Express,,
SES502114,CUST10075,2025-05-16 00:00:00,37,MALE,Delhi,Returning,10,Mobile,Instagram,5.7,8,3,Fashion,Jeans,6904,Yes,9199,Yes,15,No,Yes,15168,UPI,Standard,3.9,3.4
SES500028,CUST10563,2025-03-04 00:00:00,34,MALE,Kolkata,New,0,Mobile,Instagram,12.9,8,4,Books,Fiction Book,383,No,0,No,0,No,No,0,Net Banking,Standard,,
SES502041,CUST11417,2026-06-03 00:00:00,24,MALE,Delhi,New,0,Mobile,Direct,13.1,6,4,Fashion,Jeans,6380,Yes,6768,Yes,10,Yes,Yes,5478,UPI,Standard,3.6,4.7
SES503929,CUST11030,2026-05-12 00:00:00,42,MALE,Kolkata,New,0,Tablet,Email,6.3,6,5,Fashion,Jacket,6110,Yes,6298,No,0,No,Yes,10561,Credit Card,Standard,2.5,3.5
SES505452,CUST10738,2026-02-14 00:00:00,39,FEMALE,Hyderabad,New,0,Mobile,Referral,10.5,10,3,Beauty,Perfume,2347,Yes,3112,No,0,No,No,0,Cash on Delivery,Express,,
SES503217,CUST10726,2025-07-26 00:00:00,41,MALE,Lucknow,Returning,4,Mobile,YouTube,11.5,10,6,Fashion,Jeans,990,Yes,2301,Yes,10,Yes,No,0,upi,Standard,,
SES503815,CUST12168,2025-05-03 00:00:00,43,MALE,Mumbai,New,0,Desktop,Referral,10.7,8,1,Sports,Football,8070,Yes,14926,Yes,10,Yes,Yes,15664,upi,Standard,3.9,5
SES500130,CUST11769,2025-04-30 00:00:00,23,MALE,Mumbai,New,1,Mobile,Direct,14,8,5,Home & Kitchen,Bedsheet,2748,No,0,No,0,No,No,0,Debit Card,Standard,,
SES504471,CUST10852,2025-01-02 00:00:00,57,MALE,Delhi,Returning,9,Mobile,Instagram,19.2,10,10,Electronics,Smart Watch,26983,No,0,Yes,20,Yes,Yes,52795,Cash on Delivery,Express,5,2.8
SES505923,CUST11861,2026-04-04 00:00:00,41,FEMALE,Ahmedabad,Returning,3,Mobile,Facebook,14.2,9,1,Fashion,Kurta,3176,Yes,3416,Yes,10,Yes,No,0,Credit Card,Standard,,
SES500014,CUST10770,2025-06-03 00:00:00,34,MALE,Bangalore,New,0,Desktop,Referral,3.9,6,5,Fashion,Jacket,3259,No,0,Yes,5,Yes,Yes,5711,Credit Card,Standard,5,4.9
SES505168,CUST11005,2026-03-19 00:00:00,43,MALE,Jaipur,New,0,Desktop,Instagram,6.8,4,3,Sports,Yoga Mat,3712,No,0,No,0,No,No,0,Debit Card,Standard,,
SES501526,CUST11580,2026-05-11 00:00:00,33,FEMALE,Mumbai,New,0,Desktop,YouTube,10.6,8,2,Fashion,Jacket,1779,No,0,No,0,No,Yes,3193,Credit Card,Express,3.2,3.6
SES502366,CUST12047,2026-01-27 00:00:00,34,FEMALE,Kolkata,New,0,Mobile,Facebook,3.6,10,3,Home & Kitchen,Table Lamp,7348,No,0,No,0,No,No,0,cash on delivery,Same Day,,
SES503053,CUST11217,2025-12-15 00:00:00,35,MALE,Delhi,New,0,Mobile,YouTube,8.2,4,3,Sports,Cricket Bat,11764,Yes,26613,Yes,20,Yes,Yes,13876,UPI,Express,4.5,3.1
SES504006,CUST11687,2026-01-18 00:00:00,34,MALE,Delhi,New,0,Desktop,Direct,12.5,3,5,Fashion,T-Shirt,5946,No,0,Yes,5,Yes,No,0,Debit Card,Standard,,
SES502341,CUST10640,2025-03-31 00:00:00,35,MALE,Hyderabad,Returning,14,Desktop,Instagram,6.3,6,3,Electronics,Smart Watch,14659,No,0,No,0,No,No,0,Cash on Delivery,Standard,,
SES500375,CUST10336,2025-12-17 00:00:00,44,MALE,Bangalore,Returning,2,Desktop,Google,8.1,5,2,Home & Kitchen,Cookware Set,3971,No,0,Yes,20,Yes,No,0,Debit Card,Standard,,
SES504396,CUST10871,2025-08-30 00:00:00,37,MALE,Delhi,New,0,Tablet,Direct,9.6,8,6,Electronics,Wireless Earbuds,1253,No,0,Yes,5,Yes,No,0,Debit Card,Same Day,,
SES505598,CUST11470,2026-05-27 00:00:00,30,MALE,Pune,New,0,Mobile,Direct,6.3,9,4,Beauty,Lipstick,1705,Yes,3374,No,0,No,No,0, UPI ,Standard,,
SES500940,CUST11902,2025-11-27 00:00:00,26,MALE,Pune,New,0,Desktop,Email,3.5,6,4,Sports,Dumbbells,8119,Yes,7759,Yes,15,No,No,0,Credit Card,Express,,
SES505777,CUST11062,2025-10-29 00:00:00,18,MALE,Chennai,New,0,Mobile,YouTube,16.8,5,5,Beauty,Face Wash,1349,Yes,2530,Yes,20,No,Yes,2719,Credit Card,Standard,4.1,5
SES502148,CUST11688,2025-09-20 00:00:00,18,MALE,Jaipur,New,0,Mobile,Instagram,11.9,3,2,Books,Academic Book,463,Yes,653,No,0,No,No,0,UPI,Same Day,,
SES503592,CUST11838,2025-05-28 00:00:00,29,MALE,Chennai,New,0,Mobile,Direct,9,7,2,Electronics,Wireless Earbuds,32963,Yes,54904,No,0,No,No,0,UPI,Express,,
SES505474,CUST10436,2025-11-14 00:00:00,18,MALE,Delhi,Returning,3,Mobile,YouTube,7.1,8,4,Home & Kitchen,Cookware Set,1946,Yes,2631,No,0,No,No,0,Cash on Delivery,Standard,,
SES505067,CUST11641,2026-04-14 00:00:00,,FEMALE,Delhi,New,0,Mobile,Instagram,7.3,5,8,Electronics,Bluetooth Speaker,32129,Yes,48388,Yes,20,Yes,Yes,38069,Wallet,Standard,4.1,3.1
SES503624,CUST10920,2026-03-25 00:00:00,20,MALE,Mumbai,Returning,4,Mobile,Instagram,22,6,2,Home & Kitchen,Cookware Set,13692,Yes,13827,Yes,20,Yes,Yes,25902,Debit Card,Standard,3.5,3.3
SES500530,CUST10929,2025-11-18 00:00:00,41,FEMALE,Jaipur,Returning,3,Mobile,Direct,15,3,4,Beauty,Perfume,2469,Yes,5816,No,0,No,Yes,4554,Credit Card,Express,3.8,4.2
SES503715,CUST11231,2025-05-31 00:00:00,35,FEMALE,Hyderabad,Returning,6,Mobile,Email,11.4,9,7,Books,Business Book,1072,No,0,No,0,No,No,0,Credit Card,Same Day,,
SES501270,CUST11008,2026-03-14 00:00:00,33,FEMALE,Bangalore,Returning,9,Desktop,Instagram,10.5,8,2,Electronics,Headphones,8765,Yes,9472,No,0,No,Yes,19126,UPI,Standard,3.9,4.4
SES504282,CUST10045,2025-04-24 00:00:00,39,FEMALE,Ahmedabad,New,1,Desktop,Email,5.4,11,6,Electronics,Power Bank,12334,No,0,Yes,15,Yes,No,0,Debit Card,Standard,,
SES501395,CUST11710,2025-04-25 00:00:00,18,MALE,Lucknow,Returning,2,Mobile,Instagram,5.2,6,6,Beauty,Face Wash,3995,No,0,No,0,No,No,0,UPI,Standard,,
SES504010,CUST10345,2026-06-10 00:00:00,18,MALE,Mumbai,New,1,Mobile,Facebook,4.8,7,4,Fashion,Jacket,460,Yes,978,No,0,No,No,0,Cash on Delivery,Express,,
SES501798,CUST10594,2025-12-31 00:00:00,28,MALE,Lucknow,Returning,7,Mobile,Google,4.3,6,5,Electronics,Smart Watch,24753,No,0,No,0,No,Yes,48390,Credit Card,Standard,3.4,3.2
SES502980,CUST10580,2026-01-30 00:00:00,34,MALE,Delhi,New,0,Desktop,Google,3,10,4,Beauty,Shampoo,2194,Yes,5260,No,0,No,No,0,UPI,Standard,,
SES501442,CUST11990,2025-12-18 00:00:00,36,MALE,Delhi,Returning,3,Mobile,Instagram,14.6,5,6,Books,Business Book,1478,Yes,2872,Yes,15,Yes,Yes,2341,Credit Card,Same Day,3.7,3.8
SES504509,CUST11908,2025-08-17 00:00:00,18,FEMALE,Kolkata,New,0,Mobile,YouTube,2.8,5,3,Home & Kitchen,Coffee Maker,3152,No,0,Yes,20,Yes,No,0,Net Banking,Standard,,
SES505884,CUST10517,2025-12-23 00:00:00,28,MALE,Delhi,Returning,13,Mobile,Google,7.3,8,4,Fashion,Sneakers,2701,Yes,6447,Yes,15,No,Yes,5583,Credit Card,Express,3.3,3.5
SES503812,CUST11096,2025-07-14 00:00:00,35,FEMALE,Bangalore,New,0,Mobile,Referral,6.5,5,5,Fashion,T-Shirt,1237,No,0,Yes,10,Yes,No,0,UPI,Standard,,
SES501274,CUST11248,2025-10-25 00:00:00,35,MALE,Mumbai,Returning,12,Desktop,Direct,13,4,5,Sports,Football,7664,No,0,No,0,No,Yes,14883,Credit Card,Standard,4,3.7
SES501713,CUST10263,2026-01-10 00:00:00,44,MALE,Delhi,New,0,Mobile,Instagram,11.8,9,3,Sports,Running Shoes,8731,Yes,10530,No,0,No,Yes,9920,Cash on Delivery,Standard,5,5
SES500956,CUST10452,2025-08-22 00:00:00,34,MALE,Hyderabad,Returning,10,Desktop,Email,1.2,8,3,Sports,Yoga Mat,11877,No,0,Yes,20,Yes,No,0,UPI,Express,,
SES505607,CUST10247,2026-01-01 00:00:00,29,FEMALE,Bangalore,Returning,12,Mobile,Google,7.3,6,6,Fashion,Jacket,5600,Yes,11306,No,0,No,No,0,UPI,Standard,,
SES504820,CUST11371,2026-06-20 00:00:00,32,MALE,Delhi,Returning,10,Mobile,Direct,15,10,10,Sports,Yoga Mat,8350,Yes,9323,No,0,No,Yes,9516,Net Banking,Standard,3.7,3.5
SES505330,CUST11103,2025-03-10 00:00:00,36,MALE,Pune,New,0,Desktop,Instagram,14.7,7,7,Home & Kitchen,Storage Box,2055,Yes,4657,Yes,20,Yes,No,0,Credit Card,Standard,,
SES500404,CUST10729,2025-08-10 00:00:00,34,MALE,Chennai,New,0,Desktop,Google,7.2,13,3,Beauty,Face Wash,1675,No,0,Yes,15,No,No,0,Wallet,Standard,,
SES502072,CUST10594,2025-06-05 00:00:00,35,FEMALE,Hyderabad,Returning,5,Tablet,YouTube,10.9,6,2,Sports,Running Shoes,10528,Yes,11055,Yes,10,Yes,Yes,9940,Net Banking,Same Day,4.2,3.6
SES505734,CUST11688,2025-10-09 00:00:00,32,FEMALE,Bangalore,Returning,12,Desktop,Instagram,10.1,7,4,Fashion,Kurta,3962,Yes,7767,No,0,No,No,0,UPI,Standard,,
SES501978,CUST10488,2025-01-27 00:00:00,26,MALE,Delhi,New,0,Mobile,Direct,6.4,8,6,Beauty,Lipstick,2446,No,0,No,0,No,No,0,Credit Card,Standard,,
SES500159,CUST11708,2026-06-21 00:00:00,20,FEMALE,Bangalore,New,0,Mobile,Google,27.3,6,5,Beauty,Shampoo,2373,No,0,No,0,No,No,0,credit card,Standard,,
SES503889,CUST11807,2025-10-28 00:00:00,20,MALE,Mumbai,New,0,Mobile,Facebook,4.3,7,3,Electronics,Power Bank,9270,No,0,No,0,No,No,0,Credit Card,Express,,
SES500903,CUST11003,2026-04-28 00:00:00,20,MALE,Chennai,New,0,Desktop,Direct,20.7,4,2,Home & Kitchen,Storage Box,11748,No,0,Yes,15,Yes,Yes,22326,Wallet,Express,4.5,3.7
SES500353,CUST11680,2025-11-29 00:00:00,38,FEMALE,Pune,New,0,Desktop,Google,6.9,7,4,Home & Kitchen,Cookware Set,14782,Yes,33572,No,0,No,Yes,13541,Credit Card,Standard,4.1,3.7
SES504131,CUST11308,2025-07-19 00:00:00,38,MALE,Kolkata,New,1,Mobile,Facebook,4.2,6,3,Beauty,Perfume,3556,No,0,No,0,No,No,0,Credit Card,Express,,
SES500755,CUST10654,2026-03-31 00:00:00,48,FEMALE,Delhi,New,0,Desktop,Email,5.6,10,5,Books,Fiction Book,881,No,0,No,0,No,No,0,Debit Card,Same Day,,
SES502972,CUST11117,2026-05-19 00:00:00,25,FEMALE,Ahmedabad,Returning,3,Desktop,Google,3.7,6,4,Electronics,Power Bank,22703,No,0,No,0,No,No,0,cash on delivery,Express,,
SES502921,CUST10225,2026-01-15 00:00:00,24,MALE,Delhi,Returning,3,Mobile,Direct,8.6,3,4,Books,Academic Book,1762,No,0,No,0,No,Yes,3630,Credit Card,Express,3.3,4.4
SES500312,CUST11596,2025-04-05 00:00:00,30,MALE,Kolkata,Returning,9,Desktop,Google,7.6,7,2,Books,Business Book,1055,No,0,No,0,No,Yes,1340,Cash on Delivery,Standard,4.1,4.3
SES500662,CUST11891,2025-02-07 00:00:00,26,MALE,Chennai,Returning,4,Mobile,Google,7,10,4,Home & Kitchen,Storage Box,14574,Yes,17765,Yes,15,Yes,Yes,21082,UPI,Express,5,4.6
SES501990,CUST10780,2025-01-29 00:00:00,27,FEMALE,Bangalore,Returning,2,Desktop,Google,1.5,7,4,Home & Kitchen,Bedsheet,10566,No,0,Yes,20,Yes,No,0,UPI,Standard,,
SES503666,CUST11875,2025-02-22 00:00:00,18,FEMALE,Delhi,New,0,Mobile,Email,8.2,4,5,Home & Kitchen,Table Lamp,6974,No,0,No,0,No,No,0,UPI,Express,,
SES500307,CUST12198,2026-04-08 00:00:00,25,MALE,Lucknow,Returning,4,Mobile,Instagram,16.9,11,3,Home & Kitchen,Cookware Set,11521,Yes,14367,No,0,No,Yes,17374,UPI,Standard,4.5,4.5
SES502336,CUST11684,2025-12-10 00:00:00,34,FEMALE,Delhi,New,1,Mobile,Google,18.1,9,5,Beauty,Shampoo,976,No,0,No,0,No,No,0, UPI ,Standard,,
SES502357,CUST11139,2025-03-14 00:00:00,23,FEMALE,Lucknow,Returning,9,Mobile,Google,3.7,3,4,Electronics,Headphones,15772,No,0,Yes,15,Yes,No,0,Credit Card,Express,,
SES503703,CUST11263,2026-05-15 00:00:00,35,FEMALE,Pune,Returning,10,Mobile,Facebook,11.2,5,3,Sports,Yoga Mat,7897,No,0,Yes,5,Yes,No,0,Cash on Delivery,Standard,,
SES503805,CUST11017,2025-09-30 00:00:00,27,FEMALE,Mumbai,Returning,14,Mobile,YouTube,9.6,9,3,Home & Kitchen,Storage Box,4520,No,0,No,0,No,No,0,UPI,Express,,
SES501928,CUST11032,2025-02-07 00:00:00,37,MALE,Delhi,New,0,Desktop,Direct,8.9,4,8,Beauty,Lipstick,4366,No,0,No,0,No,No,0,UPI,Standard,,
SES503428,CUST10485,2025-07-16 00:00:00,31,FEMALE,Pune,Returning,9,Desktop,Direct,6.6,4,2,Books,Business Book,486,No,0,Yes,10,Yes,No,0,Credit Card,Express,,
SES500750,CUST10113,2026-01-17 00:00:00,22,MALE,Delhi,Returning,15,Tablet,Direct,16.5,6,3,Books,Self Help Book,2452,Yes,5234,No,0,No,No,0,Cash on Delivery,Standard,,
SES503639,CUST12122,2025-09-12 00:00:00,28,FEMALE,Ahmedabad,New,0,Mobile,Email,14.5,10,2,Books,Self Help Book,2283,Yes,5161,Yes,5,No,No,0,Credit Card,Standard,,
SES504387,CUST11459,2025-04-07 00:00:00,21,FEMALE,Pune,New,0,Mobile,Direct,4.5,10,1,Books,Fiction Book,1353,No,0,Yes,10,Yes,No,0,UPI,Standard,,
SES501267,CUST10700,2026-05-04 00:00:00,37,MALE,Delhi,New,0,Desktop,Referral,20.9,10,2,Beauty,Lipstick,1396,Yes,1934,Yes,20,Yes,No,0,UPI,Standard,,
SES504577,CUST10673,2025-11-03 00:00:00,28,FEMALE,Bangalore,Returning,3,Desktop,YouTube,6.1,6,2,Fashion,Kurta,4520,No,0,No,0,No,Yes,8633,Wallet,Express,3.4,4.5
SES505328,CUST11481,2025-03-11 00:00:00,32,FEMALE,Pune,Returning,7,Mobile,Instagram,5.1,2,4,Fashion,Kurta,4622,No,0,No,0,No,No,0,UPI,Standard,,
SES503596,CUST10366,2025-11-04 00:00:00,33,MALE,Hyderabad,New,0,Mobile,Google,6.4,8,3,Fashion,Kurta,4008,Yes,6196,No,0,No,No,0,Debit Card,Standard,,
SES502135,CUST12004,2025-06-01 00:00:00,36,MALE,Mumbai,Returning,15,Desktop,YouTube,5.9,10,2,Fashion,T-Shirt,1634,Yes,3530,Yes,5,Yes,Yes,2900,UPI,Standard,3.7,4.7
SES504110,CUST12092,2026-03-11 00:00:00,35,MALE,Pune,New,0,Mobile,Referral,6.2,11,5,Home & Kitchen,Table Lamp,1942,Yes,4641,No,0,No,Yes,2834,Credit Card,Express,4.9,5
SES500515,CUST11354,2026-03-20 00:00:00,45,FEMALE,Mumbai,New,0,Mobile,Email,17.6,9,3,Home & Kitchen,Storage Box,3694,No,0,Yes,10,Yes,No,0,UPI,Standard,,
SES505392,CUST10019,2025-10-11 00:00:00,33,MALE,Kolkata,New,0,Mobile,YouTube,8.3,3,2,Home & Kitchen,Cookware Set,9794,Yes,11635,No,0,No,Yes,10832,Cash on Delivery,Standard,4.8,3.9
SES500410,CUST11009,2026-01-17 00:00:00,21,UNKNOWN,Chennai,New,0,Desktop,Google,8.5,10,5,Fashion,Sneakers,4480,Yes,9560,Yes,10,Yes,No,0,Credit Card,Express,,
SES504499,CUST10211,2025-08-04 00:00:00,19,FEMALE,Jaipur,Returning,5,Mobile,Instagram,10,3,3,Home & Kitchen,Cookware Set,14816,Yes,29256,No,0,No,Yes,31881,Net Banking,Standard,3.7,4.8
SES505966,CUST11212,2025-01-12 00:00:00,27,MALE,Chennai,New,0,Mobile,YouTube,6.4,8,4,Fashion,Jeans,6439,No,0,No,0,No,No,0,UPI,Standard,,
SES505221,CUST10720,2025-12-28 00:00:00,28,MALE,Delhi,New,0,Mobile,Google,10.3,7,4,Fashion,Sneakers,3216,No,0,No,0,No,Yes,4487,Net Banking,Standard,4.4,3.5
SES500208,CUST12102,2025-04-01 00:00:00,29,FEMALE,Delhi,New,0,Mobile,Direct,19.2,7,3,Home & Kitchen,Table Lamp,13107,No,0,No,0,No,No,0,UPI,Express,,
SES500459,CUST11389,2025-10-22 00:00:00,21,FEMALE,Mumbai,New,0,Mobile,Facebook,2.8,10,3,Home & Kitchen,Bedsheet,11319,No,0,Yes,25,No,No,0,Wallet,Standard,,
SES502055,CUST11930,2025-02-11 00:00:00,49,MALE,Hyderabad,Returning,11,Mobile,Google,6.9,9,2,Sports,Cricket Bat,10765,Yes,18726,Yes,20,No,No,0,Credit Card,Express,,
SES502431,CUST11897,2025-12-11 00:00:00,35,MALE,Chennai,Returning,12,Mobile,YouTube,14.9,9,4,Books,Business Book,774,Yes,1156,No,0,No,Yes,979,Cash on Delivery,Standard,4.6,5
SES500251,CUST10816,2025-06-05 00:00:00,27,MALE,Delhi,New,0,Mobile,YouTube,7.4,5,4,Electronics,Smart Watch,4876,No,0,No,0,No,No,0,Debit Card,Standard,,
SES505145,CUST10985,2026-05-14 00:00:00,44,FEMALE,Ahmedabad,New,0,Mobile,Instagram,3.4,7,6,Home & Kitchen,Cookware Set,11621,No,0,Yes,25,Yes,Yes,20130,Debit Card,Standard,3.5,5
SES501108,CUST11297,2025-08-28 00:00:00,38,FEMALE,Chennai,Returning,12,Mobile,Facebook,3.5,7,2,Sports,Football,10967,Yes,26493,No,0,No,No,0,Credit Card,Same Day,,
SES505946,CUST11894,2025-09-03 00:00:00,28,FEMALE,Hyderabad,Returning,12,Mobile,Instagram,4.7,8,2,Fashion,Kurta,2791,No,0,Yes,10,Yes,No,0,Net Banking,Same Day,,
SES501714,CUST11578,2026-01-11 00:00:00,38,MALE,Mumbai,New,0,Desktop,Google,17.4,7,3,Electronics,Power Bank,34017,Yes,82556,Yes,5,Yes,No,0,Cash on Delivery,Express,,
SES503912,CUST10499,2026-01-25 00:00:00,19,MALE,Chennai,Returning,7,Desktop,Instagram,14.6,6,4,Electronics,Bluetooth Speaker,11810,Yes,16640,No,0,No,Yes,24336,UPI,Standard,3.9,3.6
SES500716,CUST11734,2026-02-02 00:00:00,41,MALE,Chennai,Returning,6,Desktop,Referral,19.3,7,3,Fashion,T-Shirt,4565,Yes,4381,No,0,No,Yes,6120,Credit Card,Standard,4.3,4.4
SES500553,CUST11241,2025-07-15 00:00:00,30,MALE,Hyderabad,Returning,2,Mobile,Google,4,8,7,Sports,Football,6701,No,0,Yes,30,Yes,No,0,Credit Card,Standard,,
SES501440,CUST10695,2026-01-15 00:00:00,36,MALE,Chennai,New,0,Mobile,Google,6.2,6,3,Books,Self Help Book,1808,Yes,3798,Yes,20,Yes,Yes,2379,UPI,Express,3.1,3.9
SES502271,CUST11015,2026-01-03 00:00:00,41,MALE,Mumbai,New,1,Desktop,Google,18.1,3,8,Sports,Running Shoes,8691,No,0,No,0,No,No,0,UPI,Standard,,
SES503145,CUST11007,2026-01-23 00:00:00,18,MALE,Hyderabad,Returning,6,Mobile,Direct,1.6,7,3,Home & Kitchen,Bedsheet,3016,No,0,No,0,No,No,0,Debit Card,Standard,,
SES505763,CUST10103,2025-02-14 00:00:00,32,FEMALE,Mumbai,Returning,15,Mobile,Email,8.2,10,3,Electronics,Headphones,3631,Yes,5451,Yes,10,Yes,Yes,2850,Debit Card,Standard,2.5,3.4
SES501926,CUST12135,2025-12-10 00:00:00,30,FEMALE,Delhi,Returning,11,Mobile,Instagram,5.8,5,1,Fashion,Jeans,739,No,0,Yes,10,No,No,0,Cash on Delivery,Standard,,
SES500635,CUST10281,2025-08-19 00:00:00,40,FEMALE,Mumbai,Returning,4,Tablet,YouTube,21.7,7,4,Beauty,Lipstick,544,No,0,No,0,No,Yes,477,UPI,Standard,4.6,5
SES500317,CUST10877,2025-11-27 00:00:00,22,MALE,Chennai,New,0,Mobile,Instagram,12.2,10,3,Fashion,T-Shirt,2583,Yes,6231,No,0,No,Yes,2263,UPI,Express,2.5,3.3
SES505668,CUST10262,2026-01-16 00:00:00,43,FEMALE,Bangalore,New,0,Mobile,Facebook,8.7,8,3,Beauty,Perfume,1710,No,0,No,0,No,No,0,Debit Card,Standard,,
SES500428,CUST10265,2026-06-13 00:00:00,49,FEMALE,Jaipur,Returning,3,Desktop,Google,7.5,8,4,Fashion,Jacket,2776,Yes,4227,Yes,5,Yes,Yes,5289,Debit Card,Standard,3.8,3.6
SES504477,CUST11499,2026-03-06 00:00:00,30,UNKNOWN,Ahmedabad,New,0,Mobile,Referral,11.2,3,4,Home & Kitchen,Storage Box,2175,Yes,3425,Yes,5,No,Yes,4087,Debit Card,Standard,3.9,4
SES500106,CUST10096,2026-06-19 00:00:00,27,MALE,Mumbai,Returning,5,Mobile,Google,7.4,8,2,Home & Kitchen,Coffee Maker,6645,No,0,Yes,10,Yes,No,0,Debit Card,Standard,,
SES503042,CUST12162,2026-03-25 00:00:00,18,FEMALE,Bangalore,New,0,Mobile,Facebook,19.7,8,4,Home & Kitchen,Coffee Maker,8511,No,0,No,0,No,No,0,UPI,Standard,,
SES504239,CUST10591,2025-10-26 00:00:00,23,FEMALE,Mumbai,New,0,Mobile,Instagram,7.7,8,3,Electronics,Headphones,10914,No,0,Yes,25,Yes,No,0,Credit Card,Standard,,
